Datetime,kobuki_bat,powerbank_bat,position_x,position_y,cpu_usage,ram_usage,completed_service_name,completed_service_duration
15/11/2023 19:51:45.880295,,,1.123841273,1.109772557,,,,
15/11/2023 19:51:45.884341,,,1.123841268,1.109772557,,,,
15/11/2023 19:51:45.894430,76.9697,31.41,,,96.5,8.18737152,,
15/11/2023 19:51:45.895089,,,1.123841269,1.109772557,,,,
15/11/2023 19:51:45.895358,,,,,,,,
15/11/2023 19:51:46.204745,76.9697,31.41,,,97.8,8.18737152,,
15/11/2023 19:51:46.205343,,,,,,,,
15/11/2023 19:51:46.357866,,,,,,,,
15/11/2023 19:51:46.421030,,,1.123841264,1.109772557,,,,
15/11/2023 19:51:46.426645,,,,,,,,
15/11/2023 19:51:46.522998,,,,,,,,
15/11/2023 19:51:46.685275,,,,,,,,
15/11/2023 19:51:46.870856,,,,,,,,
15/11/2023 19:51:47.198179,,,,,,,,
15/11/2023 19:51:47.375335,,,,,,,,
15/11/2023 19:51:47.405322,,,,,,,,
15/11/2023 19:51:47.542999,,,,,,,,
15/11/2023 19:51:47.543566,,,,,,,,
15/11/2023 19:51:47.545816,,,,,,,,
15/11/2023 19:51:47.546166,,,,,,,,
15/11/2023 19:51:47.548464,,,,,,,,
15/11/2023 19:51:47.548802,,,,,,,,
15/11/2023 19:51:48.687812,,,1.129522237,1.112369574,,,,
15/11/2023 19:51:48.715539,,,1.129522237,1.112369574,,,,
15/11/2023 19:51:48.742987,,,1.129522238,1.112369589,,,,
15/11/2023 19:51:48.762720,,,1.12952224,1.112369605,,,,
15/11/2023 19:51:48.765436,,,1.129522241,1.112369619,,,,
15/11/2023 19:51:48.775464,,,1.129522245,1.112369653,,,,
15/11/2023 19:51:48.778097,,,1.129522245,1.112369649,,,,
15/11/2023 19:51:48.782537,,,1.129522248,1.11236968,,,,
15/11/2023 19:51:48.785221,,,1.129522249,1.112369693,,,,
15/11/2023 19:51:48.787825,,,1.129522251,1.112369711,,,,
15/11/2023 19:51:48.897614,,,,,,,,
15/11/2023 19:51:48.897974,,,,,,,,
15/11/2023 19:51:49.274217,,,,,,,,
15/11/2023 19:51:49.278033,,,,,,,,
15/11/2023 19:51:49.505193,,,,,,,/IP_10_3_0_8/move_robot,4172
15/11/2023 19:51:51.734085,,,,,,,,
15/11/2023 19:51:51.734226,,,,,,,,
15/11/2023 19:51:51.736527,,,1.134141655,1.106818475,,,,
15/11/2023 19:51:51.737596,,,1.134141651,1.106818474,,,,
15/11/2023 19:51:51.752489,,,1.134141655,1.106818475,,,,
15/11/2023 19:51:51.754239,,,1.134141658,1.106818476,,,,
15/11/2023 19:51:51.765290,,,1.135978448,1.080222663,,,,
15/11/2023 19:51:51.767950,,,1.135978457,1.080222586,,,,
15/11/2023 19:51:51.785376,,,1.135978467,1.080222514,,,,
15/11/2023 19:51:51.788080,,,1.135978472,1.08022247,,,,
15/11/2023 19:51:51.790667,,,1.135978478,1.080222428,,,,
15/11/2023 19:51:51.802416,,,1.135978479,1.080222415,,,,
15/11/2023 19:51:51.852285,,,,,,,,
15/11/2023 19:51:52.250938,,,,,,,,
15/11/2023 19:51:52.380162,,,,,,,,
15/11/2023 19:51:52.499731,,,,,,,/IP_10_3_0_8/move_camera,2515
15/11/2023 19:51:52.499978,,,,,,,,
15/11/2023 19:51:52.500062,,,,,,,,
15/11/2023 19:51:52.500762,,,,,,,,
15/11/2023 19:51:52.500861,,,,,,,,
15/11/2023 19:51:52.633034,,,,,,,,
15/11/2023 19:51:54.162826,76.9697,31.36,,,96,8.18737152,,
15/11/2023 19:51:54.164531,,,1.014013722,1.031135617,,,,
15/11/2023 19:51:54.164865,,,,,,,,
15/11/2023 19:51:54.225049,,,,,,,,
15/11/2023 19:51:54.259137,76.9697,31.11,,,98.2,8.18737152,,
15/11/2023 19:51:54.260869,,,0.994718174,1.020035552,,,,
15/11/2023 19:51:54.261261,,,,,,,,
15/11/2023 19:51:54.261537,,,,,,,,
15/11/2023 19:51:54.261885,,,1.074543066,1.058803754,,,,
15/11/2023 19:51:54.264209,,,0.988106036,1.016039259,,,,
15/11/2023 19:51:54.265364,,,,,,,,
15/11/2023 19:51:54.266845,,,0.974682216,1.007660616,,,,
15/11/2023 19:51:54.269529,,,0.960377975,0.998349374,,,,
15/11/2023 19:51:54.291861,,,1.064678368,1.055160644,,,,
15/11/2023 19:51:54.309350,76.9697,31.11,,,95.1,8.18737152,,
15/11/2023 19:51:54.309546,,,,,,,,
15/11/2023 19:51:54.309664,,,,,,,,
15/11/2023 19:51:54.318369,,,1.054492646,1.050983504,,,,
15/11/2023 19:51:54.704058,,,1.043576879,1.046082507,,,,
15/11/2023 19:51:54.830169,,,1.032143009,1.040534133,,,,
15/11/2023 19:51:54.855389,,,,,,,,
