Datetime,kobuki_bat,powerbank_bat,position_x,position_y,throughput_upload,throughput_download,cpu_usage,ram_usage,completed_service_name,completed_service_duration
40:35.4,,,,,,28.91796875,,,,
40:35.9,,,,,,,,,,
40:36.9,,,0.178926478,-0.279181217,,,,,,
40:36.9,,,0.180021765,-0.278357899,,,,,,
40:36.9,,,,,,,,,,
40:37.5,,,0.316961114,-0.099092659,,,,,,
40:37.5,,,,,13570.72363,,,,,
40:37.5,,,,,,31.84472656,,,,
40:37.6,,,0.316189385,-0.099755815,,,,,,
40:37.6,,,0.315134821,-0.100633693,,,,,,
40:37.6,,,0.31353605,-0.101895005,,,,,,
40:37.6,,,0.310398343,-0.104241681,,,,,,
40:37.7,,,0.307323137,-0.10636846,,,,,,
40:37.7,,,0.304088495,-0.108423636,,,,,,
40:37.7,,,0.302875071,-0.10914883,,,,,,
40:37.9,,,,,,,,,,
40:38.8,,,0.192631849,-0.046712359,,,,,,
40:38.8,,,,,10797.86816,,,,,
40:38.8,,,,,,25.75097656,,,,
40:38.9,,,0.18683718,-0.047204812,,,,,,
40:38.9,,,0.181887204,-0.047629312,,,,,,
40:38.9,,,0.177857721,-0.047971085,,,,,,
40:38.9,,,,,,,,,,
40:38.9,,,0.174548261,-0.048245122,,,,,,
40:38.9,,,0.172240346,-0.048430686,,,,,,
40:38.9,,,0.170089605,-0.048582941,,,,,,
40:39.1,,,,,6179.526367,,,,,
40:39.1,,,,,,29.90136719,,,,
40:39.2,88.4848,61.32,,,,,97.6,8.18737152,,
40:39.2,,,0.068998358,0.001312189,,,,,,
40:39.3,,,0.069054473,0.001300521,,,,,,
40:39.5,,,0.069502864,0.001201087,,,,,,
40:39.9,,,,,,,,,,
40:40.6,,,0.028496254,0.000887673,,,,,,
40:40.6,,,0.028230215,0.000967664,,,,,,
40:40.6,,,0.027252668,0.001260077,,,,,,
40:40.6,,,0.026463923,0.001492884,,,,,,
40:40.6,,,,,9967.387695,,,,,
40:40.6,,,,,,54.19335938,,,,
40:40.6,,,0.026141398,0.001586225,,,,,,
40:40.7,,,0.025475183,0.001777746,,,,,,
40:40.7,,,0.024744167,0.001984659,,,,,,
40:40.7,,,0.024242895,0.002124774,,,,,,
40:40.7,,,0.023584005,0.002305401,,,,,,
40:40.7,,,0.022934254,0.002479812,,,,,,
40:40.9,,,,,,,,,,
40:41.0,,,,,9708.291016,,,,,
40:41.0,,,,,,16.08398438,,,,
40:41.9,,,,,,,,,,
40:42.2,,,0.024614802,-0.000221537,,,,,,
40:42.2,,,0.024613854,-0.000221441,,,,,,
40:42.2,,,0.024618038,-0.000221824,,,,,,
40:42.2,,,0.024619511,-0.000221958,,,,,,
40:42.3,,,0.024622059,-0.000222192,,,,,,
40:42.3,,,0.024624523,-0.000222417,,,,,,
40:42.3,,,,,8876.199219,,,,,
40:42.3,,,,,,22.99804688,,,,
40:42.3,,,0.024629871,-0.000222912,,,,,,
40:42.3,,,0.024635012,-0.000223388,,,,,,
40:42.3,,,0.024638007,-0.000223662,,,,,,
40:42.3,,,0.024640572,-0.000223896,,,,,,
40:42.5,,,,,8853.945313,,,,,
40:42.5,,,,,,20.48046875,,,,
40:42.7,,,,,,,,,/IP_10_3_0_8/move_robot,9251
40:42.8,,,,,,,,,/IP_10_3_0_8/rosping_service,8450
40:42.9,,,,,,,,,,
40:43.9,,,,,,,,,,
40:43.9,,,0.01018901,0.004950637,,,,,,
40:43.9,,,0.010191835,0.004950414,,,,,,
40:43.9,,,0.010193498,0.00495028,,,,,,
40:43.9,,,0.01019566,0.004950108,,,,,,
40:44.0,88.4848,61.22,,,,,97.1,8.18737152,,
40:44.0,,,0.010197722,0.004949943,,,,,,
40:44.0,88.4848,61.22,,,,,100,8.18737152,,
40:44.0,,,0.010198832,0.004949854,,,,,,
40:44.0,,,0.0101999,0.004949768,,,,,,
40:44.1,,,,,6770.168945,,,,,
40:44.1,,,,,,28.99707031,,,,
40:44.2,,,0.010200237,0.004949741,,,,,,
40:44.2,,,0.010201886,0.00494961,,,,,,
40:44.2,,,0.010203459,0.004949485,,,,,,
40:44.2,,,,,7795.571289,,,,,
40:44.3,,,,,,23.14941406,,,,
40:44.9,,,,,,,,,,
40:45.5,,,0.011802365,0.002459582,,,,,,
40:45.6,,,0.011802166,0.002459598,,,,,,
40:45.6,,,0.01180271,0.002459552,,,,,,
40:45.6,,,0.011803257,0.002459505,,,,,,
40:45.6,,,0.011804671,0.002459385,,,,,,
40:45.6,,,0.011805177,0.002459342,,,,,,
40:45.6,,,0.011805208,0.002459339,,,,,,
40:45.6,,,0.011805642,0.002459302,,,,,,
40:45.7,,,0.011806055,0.002459267,,,,,,
40:45.7,,,0.019243457,0.000476955,,,,,,
40:45.8,,,,,8591.890625,,,,,
40:45.8,,,,,,20.75292969,,,,
40:45.9,,,,,,,,,,
40:46.9,,,,,,,,,,
40:47.2,,,0.019865179,0.002877058,,,,,,
40:47.2,,,0.019865441,0.002877039,,,,,,
40:47.2,,,0.019866037,0.002876996,,,,,,
40:47.3,,,0.01986616,0.002876987,,,,,,
40:47.3,,,0.019866194,0.002876985,,,,,,
40:47.3,,,0.019866405,0.002876969,,,,,,
40:47.3,,,0.019866604,0.002876955,,,,,,
40:47.3,,,0.019866794,0.002876941,,,,,,
40:47.3,,,0.019866975,0.002876928,,,,,,
40:47.4,,,,,8377.791992,,,,,
40:47.4,,,,,,30.31445313,,,,
40:47.4,,,0.019867147,0.002876916,,,,,,
40:47.5,,,,,7815.073242,,,,,
40:47.5,,,,,,51.55664063,,,,
40:47.9,,,,,,,,,,
40:48.9,,,0.016090904,0.001442795,,,,,,
40:48.9,,,,,,,,,,
40:48.9,,,0.016090909,0.001442794,,,,,,
40:48.9,,,0.016090968,0.001442788,,,,,,
40:48.9,,,0.016091024,0.001442782,,,,,,
40:49.0,,,0.016091077,0.001442776,,,,,,
40:49.0,,,0.016091128,0.001442771,,,,,,
40:49.0,,,0.016091176,0.001442766,,,,,,
40:49.0,,,0.0212422,-0.001065649,,,,,,
40:49.0,,,0.021242319,-0.00106567,,,,,,
40:49.0,,,0.02124234,-0.001065674,,,,,,
40:49.1,,,,,,25.42089844,,,,
40:49.2,,,,,7637.306641,,,,,
40:49.7,88.4848,60.79,,,,,96.2,8.18737152,,
40:49.9,,,,,,,,,,
40:50.2,,,0.02124367,-0.001065908,,,,,,
40:50.2,,,,,6808.535156,,,,,
40:50.2,,,,,,17.54394531,,,,
40:50.3,,,0.021243645,-0.001065904,,,,,,
40:50.3,,,0.011528942,0.001958991,,,,,,
40:50.3,,,0.01152898,0.001958993,,,,,,
40:50.3,,,0.011528998,0.001958994,,,,,,
40:50.3,,,0.011529001,0.001958995,,,,,,
40:50.4,,,0.011529016,0.001958995,,,,,,
40:50.4,,,0.01152903,0.001958996,,,,,,
40:50.4,,,0.011529042,0.001958997,,,,,,
40:50.4,,,0.011529054,0.001958998,,,,,,
40:50.5,,,,,7890.154297,,,,,
40:50.5,,,,,,18.34277344,,,,
40:50.9,,,,,,,,,,
40:51.6,,,0.011426987,6.16E-05,,,,,,
40:51.6,,,0.011426993,6.16E-05,,,,,,
40:51.6,,,0.011426996,6.16E-05,,,,,,
40:51.7,,,0.011427002,6.16E-05,,,,,,
40:51.7,,,0.011427008,6.16E-05,,,,,,
40:51.7,,,0.011427013,6.16E-05,,,,,,
40:51.7,,,0.011427018,6.16E-05,,,,,,
40:51.7,,,0.011427032,6.16E-05,,,,,,
40:51.8,,,0.011427031,6.16E-05,,,,,,
40:51.8,,,0.011427036,6.16E-05,,,,,,
40:51.8,,,,,7817.744141,,,,,
40:51.8,,,,,,16.25878906,,,,
40:51.9,,,,,,,,,,
40:52.8,,,0.013743083,0.002954715,,,,,,
40:52.9,,,0.013743086,0.002954717,,,,,,
40:52.9,,,,,,,,,,
40:52.9,,,0.013743094,0.002954721,,,,,,
40:52.9,,,,,8280.164063,,,,,
40:52.9,,,,,,30.95800781,,,,
40:52.9,,,0.013743101,0.002954726,,,,,,
40:52.9,,,0.013743108,0.00295473,,,,,,
40:52.9,,,0.013743115,0.002954734,,,,,,
40:52.9,,,0.013743131,0.002954743,,,,,,
40:52.9,,,0.013743142,0.00295475,,,,,,
40:52.9,,,0.013743139,0.002954748,,,,,,
40:52.9,,,0.013743145,0.002954751,,,,,,
40:53.1,85.6061,61.3,,,,,96.1,8.18737152,,
40:53.1,85.6061,61.3,,,,,92.3,8.18737152,,
40:53.9,,,,,,,,,,
40:54.3,,,0.179874637,-0.012297456,,,,,,
40:54.3,,,,,9250.806641,,,,,
40:54.3,,,,,,27.50097656,,,,
40:54.3,,,0.189511831,-0.013165381,,,,,,
40:54.4,,,0.213744135,-0.015354346,,,,,,
40:54.4,,,0.223075871,-0.016202725,,,,,,
40:54.4,,,0.233075763,-0.017115986,,,,,,
40:54.4,,,0.242611754,-0.017993299,,,,,,
40:54.4,,,0.252272668,-0.018887713,,,,,,
40:54.4,,,0.262046058,-0.019795109,,,,,,
40:54.5,,,0.272095772,-0.02073605,,,,,,
40:54.5,,,0.281550584,-0.021626322,,,,,,
40:54.7,,,,,8661.688477,,,,,
40:54.7,,,,,,30.5,,,,
40:54.9,,,,,,,,,/IP_10_3_0_8/reverse_robot,2111
40:54.9,,,,,,,,,,
40:55.9,,,,,,,,,,
40:55.9,,,0.378758132,-0.023538202,,,,,,
40:55.9,,,0.37916161,-0.023562961,,,,,,
40:56.0,,,0.378703243,-0.023536718,,,,,,
40:56.0,,,0.377659877,-0.02348496,,,,,,
40:56.0,,,0.375206262,-0.023386238,,,,,,
40:56.1,,,0.369534414,-0.023323392,,,,,,
40:56.1,,,0.356882733,-0.023690905,,,,,,
40:56.2,,,,,8825.043945,,,,,
40:56.2,,,,,,53.109375,,,,
40:56.5,,,0.366116881,-0.023353914,,,,,,
40:56.7,,,0.371132664,-0.023319952,,,,,,
40:56.9,,,,,,,,,,
40:56.9,,,0.361845733,-0.023460123,,,,,,
40:57.8,,,0.126018613,-0.068915665,,,,,,
40:57.8,,,,,8017.520508,,,,,
40:57.8,,,,,,28.46191406,,,,
40:57.8,,,0.123276362,-0.070306792,,,,,,
40:57.8,,,0.117711084,-0.073256711,,,,,,
40:57.8,,,0.112396815,-0.076308835,,,,,,
40:57.8,,,0.10688273,-0.079632214,,,,,,
40:57.8,,,0.101319166,-0.083337891,,,,,,
40:57.8,,,0.093117457,-0.089212751,,,,,,
40:57.8,,,0.087722323,-0.093527862,,,,,,
40:57.9,,,0.082628266,-0.097782632,,,,,,
40:57.9,,,,,,,,,,
40:57.9,,,0.120104267,-0.167947235,,,,,,
40:58.6,,,,,7585.066406,,,,,
40:58.6,,,,,,18.78515625,,,,
40:58.9,,,,,,,,,,
40:59.3,,,0.019673509,-0.336507718,,,,,,
40:59.4,,,0.020388201,-0.333969053,,,,,,
40:59.4,,,0.021365947,-0.329987777,,,,,,
40:59.4,,,,,7422.624023,,,,,
40:59.4,,,,,,18.60644531,,,,
40:59.4,,,0.021779117,-0.328214746,,,,,,
40:59.4,,,0.022717595,-0.324052482,,,,,,
40:59.4,,,0.023718811,-0.319310876,,,,,,
40:59.4,,,0.024884752,-0.313361654,,,,,,
40:59.4,,,0.026126607,-0.306591536,,,,,,
40:59.4,,,0.027388224,-0.299154268,,,,,,
40:59.4,,,0.029364178,-0.286867769,,,,,,
40:59.4,85.6061,61.09,,,,,97.7,8.18737152,,
40:59.5,,,,,9704.68457,,,,,
40:59.5,,,,,,19.13476563,,,,
40:59.9,,,,,,,,,,
41:00.9,,,,,,,,,,
41:00.9,,,0.007259885,-0.376395308,,,,,,
41:00.9,,,0.007260495,-0.376389479,,,,,,
41:00.9,,,0.007260711,-0.376387376,,,,,,
41:01.0,,,0.007260722,-0.376387255,,,,,,
41:01.0,,,0.007260911,-0.376385428,,,,,,
41:01.0,,,0.007261091,-0.376383696,,,,,,
41:01.0,,,0.007261263,-0.376382035,,,,,,
41:01.0,,,0.001480052,-0.287441448,,,,,,
41:01.0,,,0.001480317,-0.287437703,,,,,,
41:01.0,,,0.001480461,-0.287435668,,,,,,
41:01.5,,,,,10019.03906,,,,,
41:01.5,,,,,,38.44042969,,,,
41:02.0,,,,,,,,,,
41:02.1,,,,,,,,,/IP_10_3_0_8/move_robot,7238
41:02.2,,,,,,,,,/IP_10_3_0_8/rosping_service,2868
41:02.5,,,0.001482686,-0.287404289,,,,,,
41:02.5,,,,,10201.64648,,,,,
41:02.5,,,,,,25.20410156,,,,
41:02.5,,,0.001482836,-0.287402187,,,,,,
41:02.5,,,0.001482881,-0.287401555,,,,,,
41:02.5,,,0.001482879,-0.287401571,,,,,,
41:02.6,,,0.001482878,-0.287401586,,,,,,
41:02.6,,,0.001483009,-0.287399754,,,,,,
41:02.6,,,0.00148304,-0.287399322,,,,,,
41:02.6,,,0.000532167,-0.277891847,,,,,,
41:02.6,,,0.000532208,-0.27789129,,,,,,
41:02.6,,,0.000532327,-0.277889723,,,,,,
41:02.7,,,,,9621.953125,,,,,
41:02.7,,,,,,30.4609375,,,,
41:02.7,85.6061,61.28,,,,,97.5,8.18737152,,
41:02.7,85.6061,61.28,,,,,93.8,8.18737152,,
41:02.8,,,,,,,,,,
41:03.7,,,0.000533102,-0.277879348,,,,,,
41:03.7,,,0.000533135,-0.277878909,,,,,,
41:03.7,,,0.000533164,-0.277878521,,,,,,
41:03.7,,,0.009860997,-0.278819833,,,,,,
41:03.7,,,0.009861049,-0.278819413,,,,,,
41:03.7,,,0.009861098,-0.27881902,,,,,,
41:03.7,,,0.009861115,-0.278818882,,,,,,
41:03.7,,,0.009861176,-0.278818387,,,,,,
41:03.7,,,,,7434.145508,,,,,
41:03.7,,,,,,65.91894531,,,,
41:03.7,,,0.009861242,-0.278817855,,,,,,
41:03.7,,,0.009861265,-0.278817665,,,,,,
41:03.9,,,,,,,,,,
41:04.8,,,,,,,,,,
41:05.3,,,0.009327937,-0.286205408,,,,,,
41:05.3,,,0.008911891,-0.29207882,,,,,,
41:05.3,,,0.009050417,-0.293169677,,,,,,
41:05.3,,,0.008615245,-0.300030225,,,,,,
41:05.3,,,0.008251577,-0.305796718,,,,,,
41:05.3,,,0.007529957,-0.317575037,,,,,,
41:05.3,,,,,8667.189453,,,,,
41:05.3,,,,,,19.43847656,,,,
41:05.3,,,0.006750687,-0.330847871,,,,,,
41:05.4,,,0.006484324,-0.335529462,,,,,,
41:05.5,,,0.005934482,-0.345428466,,,,,,
41:05.5,,,0.005351022,-0.356360946,,,,,,
41:05.7,,,,,9584.949219,,,,,
41:05.7,,,,,,18.07226563,,,,
41:05.9,,,,,,,,,,
41:06.8,,,-0.004814685,-0.574996656,,,,,,
41:06.8,,,-0.005143872,-0.594868895,,,,,,
41:06.8,,,-0.005537339,-0.617108819,,,,,,
41:06.8,,,-0.005758416,-0.628600812,,,,,,
41:06.9,,,,,,,,,,
41:06.9,,,-0.005940988,-0.637949901,,,,,,
41:07.0,,,-0.006132912,-0.647517804,,,,,,
41:07.0,,,-0.006313271,-0.656428098,,,,,,
41:07.0,,,-0.006499631,-0.665166393,,,,,,
41:07.0,,,-0.006751236,-0.676807633,,,,,,
41:07.0,,,-0.006971705,-0.686580727,,,,,,
41:07.8,,,,,8794.361328,,,,,
41:07.8,,,,,,19.30566406,,,,
41:07.9,,,,,,,,,,
41:08.3,,,0.010412528,-0.971462919,,,,,,
41:08.4,,,0.010374679,-0.973313784,,,,,,
41:08.4,,,,,9353.802734,,,,,
41:08.4,,,,,,21.59082031,,,,
41:08.4,,,0.01030294,-0.976944186,,,,,,
41:08.4,,,0.010230077,-0.980773254,,,,,,
41:08.4,,,0.010164246,-0.984344555,,,,,,
41:08.4,,,0.010093599,-0.987953242,,,,,,
41:08.4,,,0.009985513,-0.993314892,,,,,,
41:08.4,,,0.009892854,-0.997695925,,,,,,
41:08.4,,,0.009862766,-0.999088746,,,,,,
41:08.4,,,0.009801632,-1.001796234,,,,,,
41:08.6,85.6061,60.98,,,,,97.7,8.18737152,,
41:08.6,,,,,9374.642578,,,,,
41:08.6,,,,,,35.34277344,,,,
41:08.9,,,,,,,,,,
41:09.7,,,0.018017206,-1.095647024,,,,,,
41:09.7,,,0.017986057,-1.096742213,,,,,,
41:09.8,,,0.017957951,-1.097724669,,,,,,
41:09.9,,,0.017913937,-1.099096863,,,,,,
41:09.9,,,,,,,,,,
41:09.9,,,0.017858749,-1.100604021,,,,,,
41:09.9,,,0.01783678,-1.101159568,,,,,,
41:09.9,,,0.017797699,-1.102121588,,,,,,
41:10.0,,,0.017761942,-1.102944689,,,,,,
41:10.0,,,0.017724703,-1.10374201,,,,,,
41:10.0,,,0.017674293,-1.104717315,,,,,,
41:10.0,,,,,10518.52051,,,,,
41:10.0,,,,,,26.93945313,,,,
41:10.9,,,,,,,,,,
41:11.4,,,-0.002068346,-1.135348631,,,,,,
41:11.5,,,-0.002078715,-1.135432868,,,,,,
41:11.5,,,,,10739.93164,,,,,
41:11.5,,,,,,33.0234375,,,,
41:11.5,,,-0.002076839,-1.135417889,,,,,,
41:11.5,,,-0.00207488,-1.135400961,,,,,,
41:11.5,,,-0.002073413,-1.135384988,,,,,,
41:11.5,,,-0.002088719,-1.135516574,,,,,,
41:11.5,,,-0.002088322,-1.135512509,,,,,,
41:11.5,,,-0.002088579,-1.135512379,,,,,,
41:11.5,,,-0.002093419,-1.135556919,,,,,,
41:11.5,,,-0.002082347,-1.135459103,,,,,,
41:11.7,,,,,8709.818359,,,,,
41:11.7,,,,,,52.50976563,,,,
41:11.9,,,,,,,,,,
41:12.9,,,,,,,,,,
41:13.2,,,0.00216263,-1.133729002,,,,,,
41:13.2,,,0.002170585,-1.133681039,,,,,,
41:13.2,,,0.002202632,-1.133472098,,,,,,
41:13.2,,,0.002234463,-1.133268009,,,,,,
41:13.2,,,0.002228953,-1.133301608,,,,,,
41:13.2,,,0.002238409,-1.133239572,,,,,,
41:13.3,,,0.002241985,-1.13321344,,,,,,
41:13.3,,,0.002232317,-1.133277351,,,,,,
41:13.3,,,0.002214784,-1.133404923,,,,,,
41:13.3,,,0.002242546,-1.133202993,,,,,,
41:13.3,,,,,8633.240234,,,,,
41:13.3,,,,,,18.06152344,,,,
41:13.4,88.4848,60.66,,,,,98.6,8.18737152,,
41:13.4,88.4848,60.66,,,,,100,8.18737152,,
41:13.4,,,,,7052.146484,,,,,
41:13.4,,,,,,17.41308594,,,,
41:13.9,,,,,,,,,,
41:14.6,,,0.011857265,-1.132838697,,,,,,
41:14.7,,,0.011857259,-1.132838616,,,,,,
41:14.7,,,0.011857256,-1.132838498,,,,,,
41:14.7,,,0.011857382,-1.132836561,,,,,,
41:14.7,,,0.011857372,-1.13283625,,,,,,
41:14.7,,,0.011857368,-1.132836165,,,,,,
41:14.7,,,0.01185736,-1.132836004,,,,,,
41:14.7,,,0.011857469,-1.13283448,,,,,,
41:14.7,,,0.011857458,-1.13283437,,,,,,
41:14.7,,,0.011857558,-1.132832961,,,,,,
41:14.9,,,,,,,,,,
41:14.9,,,,,9331.923828,,,,,
41:14.9,,,,,,17.24414063,,,,
41:15.2,,,,,,,,,/IP_10_3_0_8/trolley_parking_service,13127
41:15.9,,,,,,,,,,
41:16.4,,,-0.000468955,-1.128921836,,,,,,
41:16.5,,,-0.000468931,-1.128921402,,,,,,
41:16.5,,,-0.000468895,-1.128920767,,,,,,
41:16.5,,,-0.00046886,-1.128920153,,,,,,
41:16.5,,,-0.000468849,-1.128919966,,,,,,
41:16.6,,,-0.000468801,-1.12891914,,,,,,
41:16.6,,,-0.000468755,-1.128918355,,,,,,
41:16.6,,,-0.000468711,-1.128917609,,,,,,
41:16.6,,,,,11144.31543,,,,,
41:16.6,,,,,,19.01660156,,,,
41:16.6,,,-0.000468668,-1.128916862,,,,,,
41:16.6,,,-0.000468654,-1.128916622,,,,,,
41:16.7,,,,,10433.43262,,,,,
41:16.7,,,,,,35.88183594,,,,
41:16.9,,,,,,,,,,
41:17.9,,,,,,,,,,
41:18.5,,,-0.003174507,-1.128977689,,,,,,
41:18.5,,,-0.003174501,-1.128977543,,,,,,
41:18.6,,,-0.003174494,-1.128977391,,,,,,
41:18.6,,,-0.003174488,-1.12897724,,,,,,
41:18.6,,,-0.003174488,-1.128977238,,,,,,
41:18.6,,,-0.003174482,-1.12897711,,,,,,
41:18.6,,,-0.003174477,-1.128976987,,,,,,
41:18.6,,,-0.003174472,-1.128976872,,,,,,
41:18.6,,,-0.003174467,-1.12897675,,,,,,
41:18.6,,,-0.007167733,-1.130969212,,,,,,
41:18.7,,,,,,21.68847656,,,,
41:18.7,,,,,9699.97168,,,,,
41:19.0,,,,,,,,,,
41:19.7,88.4848,61.3,,,,,97.2,8.18737152,,
41:19.7,,,,,10208.36914,,,,,
41:19.7,,,,,,28.60449219,,,,
41:19.9,,,,,,,,,,
41:21.5,,,-0.006250147,-1.137127728,,,,,,
41:21.6,,,-0.006250141,-1.137127708,,,,,,
41:21.6,,,-0.006250134,-1.137127687,,,,,,
41:21.6,,,-0.006250129,-1.13712767,,,,,,
41:21.6,,,-0.006250124,-1.137127652,,,,,,
41:21.6,,,-0.006250111,-1.137127608,,,,,,
41:21.6,,,-0.006250101,-1.137127578,,,,,,
41:21.6,,,,,,,,,,
41:21.7,,,-0.006250105,-1.137127589,,,,,,
41:21.7,,,,,10563.49805,,,,,
41:21.7,,,,,,58.24804688,,,,
41:21.7,,,-0.0062501,-1.137127575,,,,,,
41:21.7,,,-0.00625009,-1.137127541,,,,,,
41:21.9,,,,,11930.51563,,,,,
41:21.9,,,,,,14.29589844,,,,
41:21.9,,,,,12033.67969,,,,,
41:21.9,,,,,,15.21875,,,,
41:22.0,,,,,,,,,,
41:22.9,,,,,,,,,,
41:23.5,,,0.003861131,-1.149066539,,,,,,
41:23.5,,,0.003861144,-1.149066548,,,,,,
41:23.6,,,0.003861156,-1.149066556,,,,,,
41:23.6,,,0.003861169,-1.149066564,,,,,,
41:23.6,,,0.003861204,-1.149066586,,,,,,
41:23.6,,,0.003861208,-1.149066589,,,,,,
41:23.7,,,0.003861222,-1.149066597,,,,,,
41:23.7,,,0.003861231,-1.149066603,,,,,,
41:23.7,,,0.003861251,-1.149066615,,,,,,
41:23.7,,,0.003861249,-1.149066614,,,,,,
41:23.7,,,,,8622.277344,,,,,
41:23.7,,,,,,23.13867188,,,,
41:23.8,85.6061,60.66,,,,,96.9,8.18737152,,
41:23.8,85.6061,60.66,,,,,93.3,8.18737152,,
41:23.8,,,,,9963.537109,,,,,
41:23.8,,,,,,19.73046875,,,,
41:23.9,,,,,,,,,,
41:24.9,,,,,,,,,,
41:25.7,,,-0.000463778,-1.144196358,,,,,,
41:25.7,,,-0.000463779,-1.144196356,,,,,,
41:25.7,,,-0.000463779,-1.144196355,,,,,,
41:25.8,,,-0.000463779,-1.144196354,,,,,,
41:25.8,,,-0.00046378,-1.144196352,,,,,,
41:25.8,,,-0.000463781,-1.14419635,,,,,,
41:25.8,,,-0.000463781,-1.14419635,,,,,,
41:25.8,,,-0.000463781,-1.144196349,,,,,,
41:25.8,,,,,,28.27441406,,,,
41:25.8,,,,,12750.78027,,,,,
41:25.8,,,-0.000463783,-1.144196345,,,,,,
41:25.8,,,-0.000463783,-1.144196344,,,,,,
41:25.9,,,,,,,,,,
41:26.4,,,,,12778.55078,,,,,
41:26.4,,,,,,21.82714844,,,,
41:26.9,,,,,,,,,,
41:27.8,,,,,,,,,/IP_10_3_0_8/release_trolley,12520
41:27.9,,,,,,,,,/IP_10_3_0_8/rosping_service,9259
41:27.9,,,,,,,,,,
41:28.1,,,-0.000530021,-1.139387066,,,,,,
41:28.1,,,,,9317.447266,,,,,
41:28.1,,,,,,28.34667969,,,,
41:28.2,,,-0.00053002,-1.139387066,,,,,,
41:28.2,,,-0.000530017,-1.139387067,,,,,,
41:28.2,,,-0.000530015,-1.139387068,,,,,,
41:28.3,,,-0.000530032,-1.139387062,,,,,,
41:28.3,,,-0.000530031,-1.139387062,,,,,,
41:28.3,,,-0.00053003,-1.139387062,,,,,,
41:28.3,,,,,12490.48047,,,,,
41:28.3,,,,,,51.89746094,,,,
41:28.5,,,-0.000530027,-1.139387064,,,,,,
41:28.5,,,-0.000530023,-1.139387065,,,,,,
41:28.8,,,-0.000530022,-1.139387065,,,,,,
41:29.0,,,,,,,,,,
41:30.0,,,,,,,,,,
41:30.4,,,0.012608216,-0.869596599,,,,,,
41:30.4,,,,,10944.74609,,,,,
41:30.4,,,,,,20.72753906,,,,
41:30.4,,,0.014213785,-0.850084265,,,,,,
41:30.4,,,0.017463362,-0.952862822,,,,,,
41:30.4,,,0.018477522,-0.938378606,,,,,,
41:30.4,,,0.019295217,-0.926822773,,,,,,
41:30.4,,,0.019869753,-0.918756039,,,,,,
41:30.4,,,0.020572629,-0.908921544,,,,,,
41:30.4,,,0.021298243,-0.898876256,,,,,,
41:30.4,,,0.022238322,-0.885900925,,,,,,
41:30.4,,,0.023084998,-0.874396926,,,,,,
41:30.5,85.6061,60.92,,,,,96.6,8.18737152,,
41:30.6,,,,,12166.05762,,,,,
41:30.6,,,,,,21.67578125,,,,
41:30.7,,,,,10138.56445,,,,,
41:30.7,,,,,,16.29199219,,,,
41:31.0,,,,,,,,,,
41:31.5,,,,,,,,,/IP_10_3_0_8/reverse_robot,3220
41:32.3,,,,,,,,,,
41:33.0,,,,,,,,,,
41:33.1,,,0.042441096,-0.322300504,,,,,,
41:33.1,,,0.040123201,-0.306511791,,,,,,
41:33.2,,,0.037250021,-0.289851469,,,,,,
41:33.2,,,0.033928333,-0.273856161,,,,,,
41:33.2,,,0.030029731,-0.257829506,,,,,,
41:33.2,,,0.025761216,-0.242386448,,,,,,
41:33.2,,,0.019102838,-0.22129188,,,,,,
41:33.2,,,,,9516.361328,,,,,
41:33.2,,,,,,16.36523438,,,,
41:33.3,88.4848,61.09,,,,,96.1,8.18737152,,
41:33.3,,,,,8477.043945,,,,,
41:33.3,,,,,,33.87109375,,,,
41:33.3,88.4848,61.09,,,,,100,8.18737152,,
41:33.8,,,0.046045178,-0.365999216,,,,,,
41:33.8,,,0.044874597,-0.345268101,,,,,,
41:33.9,,,,,,,,,,
41:34.0,,,0.044206189,-0.337780176,,,,,,
41:34.9,,,,,,,,,,
41:35.4,,,,,8699.266602,,,,,
41:35.4,,,,,,27.74707031,,,,
41:35.4,,,0.003266942,-0.077701972,,,,,,
41:35.4,,,0.018150006,-0.075132697,,,,,,
41:35.4,,,0.033629534,-0.072200987,,,,,,
41:35.4,,,0.050363769,-0.0688166,,,,,,
41:35.4,,,0.065937354,-0.065409089,,,,,,
41:35.4,,,-0.142067987,-0.032585298,,,,,,
41:35.4,,,-0.124509701,-0.026295206,,,,,,
41:35.4,,,-0.097039997,-0.016300262,,,,,,
41:35.5,,,-0.073198887,-0.007408359,,,,,,
41:35.5,,,-0.058336444,-0.001776782,,,,,,
41:35.6,,,,,11284.83984,,,,,
41:35.6,,,,,,39.57421875,,,,
41:35.7,,,,,11075.78125,,,,,
41:35.7,,,,,,57.41308594,,,,
41:35.9,,,,,,,,,,
41:46.0,88.4848,60.76,,,,,96.4,8.18737152,,
41:46.0,,,1.124558714,1.105007717,,,,,,
41:46.0,,,,,,,,,,
41:46.2,88.4848,62.39,,,,,100,8.18737152,,
41:46.2,,,1.124562811,1.105007387,,,,,,
41:46.2,,,,,,,,,,
41:46.3,,,1.127733781,1.108154109,,,,,,
41:46.3,,,,,,,,,,
41:46.5,,,1.127735376,1.108153968,,,,,,
41:46.5,,,,,,,,,,
41:46.5,,,1.127736904,1.108153832,,,,,,
41:46.5,,,,,,,,,,
41:46.7,,,1.127737565,1.108153774,,,,,,
41:46.7,,,,,,,,,,
41:46.7,88.4848,62.39,,,,,96.1,8.18737152,,
