Datetime,kobuki_bat,powerbank_bat,position_x,position_y,throughput_upload,throughput_download,cpu_usage,ram_usage,completed_service_name,completed_service_duration
15/11/2023 19:28:15.894401,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:15.937478,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:15.977856,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.150191,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.276915,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.635311,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.673072,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.695353,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.712927,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.720570,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.723464,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.740485,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.745013,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.747249,,,,,,,,,,
15/11/2023 19:28:16.770439,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.771466,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.807899,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.825583,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.827356,,,,,,43.37890625,,,,
15/11/2023 19:28:16.828963,,,,,77.29980469,,,,,
15/11/2023 19:28:16.857802,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.865532,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.878016,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.890125,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.927522,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:16.965035,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.120371,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.528598,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.570163,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.578794,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.592507,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.597384,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.612652,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.617389,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.640218,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.642881,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.645199,,,,,,,,,,
15/11/2023 19:28:17.669853,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.697505,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.722846,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.727142,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.760199,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.782571,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.787262,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.789663,,,,,24.67871094,,,,,
15/11/2023 19:28:17.790009,,,,,,19.05078125,,,,
15/11/2023 19:28:17.815211,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.830277,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.844987,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.882703,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.930489,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:17.973002,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.103706,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.175189,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.630267,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.660364,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.667419,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.702683,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.724606,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.725141,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.753184,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.780211,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.781966,,,,,,,,,,
15/11/2023 19:28:18.814573,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.855241,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.858002,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.925129,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.938253,,,,,43.98925781,,,,,
15/11/2023 19:28:18.938641,,,,,,32.02539063,,,,
15/11/2023 19:28:18.950005,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.957808,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.973106,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.982355,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:18.997681,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.297686,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.513995,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.534420,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.549993,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.562421,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.570172,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.574808,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.589867,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.592534,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.597608,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.599930,,,,,,,,,,
15/11/2023 19:28:19.622663,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.623709,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.626093,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.634293,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.636400,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.662662,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.687760,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.713045,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.713481,,,,,,1.19140625,,,,
15/11/2023 19:28:19.715707,,,,,27.88867188,,,,,
15/11/2023 19:28:19.755521,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.813031,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.860367,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.885097,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.926372,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.937107,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:19.971254,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.125572,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.146743,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.570099,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.574167,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.607908,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.615312,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.640552,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.643445,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.670011,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.704150,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.704332,,,,,,,,,,
15/11/2023 19:28:20.733993,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.736914,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.759963,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.816128,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.823385,76.9697,35.01,,,,,95.9,8.18737152,,
15/11/2023 19:28:20.825928,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.841136,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.858582,,,,,14.90332031,,,,,
15/11/2023 19:28:20.858685,,,,,,0.911132813,,,,
15/11/2023 19:28:20.872771,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.877248,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.925455,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.929748,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:20.995180,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.266368,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.563086,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.566058,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.577733,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.580180,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.605248,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.617835,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.620568,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.624926,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.629963,76.9697,35.48,,,,,97.2,8.18737152,,
15/11/2023 19:28:21.630338,,,,,,,,,,
15/11/2023 19:28:21.650133,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.651265,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.652353,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.653419,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.687814,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.733032,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.768757,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.768900,,,,,23.90039063,,,,,
15/11/2023 19:28:21.769835,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.771445,,,,,,1.359375,,,,
15/11/2023 19:28:21.796191,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.806577,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.834176,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.875611,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.924538,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.925439,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.967751,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:21.974823,76.9697,35.35,,,,,93.9,8.18737152,,
15/11/2023 19:28:22.153420,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.553345,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.636234,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.648637,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.663665,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.678561,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.700979,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.720945,,,1.159615755,1.080771804,,,,,,
15/11/2023 19:28:22.735964,,,1.159615755,1.080771804,,,,,,
